Genome Cluster ID,Number of Non-redundant Genomes
Cluster_5138,2
Cluster_5139,2
Cluster_514,92
Cluster_5140,1
Cluster_5141,1
Cluster_5142,1
Cluster_5143,3
Cluster_5144,1
Cluster_5145,1
Cluster_5146,3
Cluster_5147,1
Cluster_5148,1
Cluster_5149,2
Cluster_515,16
Cluster_5150,2
Cluster_5151,2
Cluster_5152,2
Cluster_5153,2
Cluster_5154,1
Cluster_5155,1
Cluster_5156,2
Cluster_5157,1
Cluster_5158,1
Cluster_5159,1
Cluster_516,1
Cluster_5160,2
Cluster_5161,1
Cluster_5162,1
Cluster_5163,1
Cluster_5164,2
Cluster_5165,2
Cluster_5166,1
Cluster_5167,2
Cluster_5168,1
Cluster_5169,1
Cluster_517,12
Cluster_5170,6
Cluster_5171,1
Cluster_5172,9
Cluster_5173,85
Cluster_5174,1
Cluster_5175,2
Cluster_5176,5
Cluster_5177,1
Cluster_5178,8
Cluster_5179,3
Cluster_518,5
Cluster_5180,3
Cluster_5181,34
Cluster_5182,2
Cluster_5183,1
Cluster_5184,2
Cluster_5185,2
Cluster_5186,2
Cluster_5187,1
Cluster_5188,1
Cluster_5189,2
Cluster_519,2
Cluster_5190,1
Cluster_5191,2
Cluster_5192,2
Cluster_5193,2
Cluster_5194,1
Cluster_5195,1
Cluster_5196,2
Cluster_5197,1
Cluster_5198,1
Cluster_5199,1
Cluster_52,29
Cluster_520,1
Cluster_5200,1
Cluster_5201,1
Cluster_5202,1
Cluster_5203,1
Cluster_5204,1
Cluster_5205,1
Cluster_5206,2
Cluster_5207,2
Cluster_5208,4
Cluster_5209,6
Cluster_521,1
Cluster_5210,1
Cluster_5211,3
Cluster_5212,1
Cluster_5213,1
Cluster_5214,1
Cluster_5215,1
Cluster_5216,1
Cluster_5217,1
Cluster_5218,2
Cluster_5219,2
Cluster_522,59
Cluster_5220,1
Cluster_5221,4
Cluster_5222,2
Cluster_5223,1
Cluster_5224,6
Cluster_5225,2
Cluster_5226,4
Cluster_5227,2
Cluster_5228,4
Cluster_5229,10
Cluster_523,388
Cluster_5230,2
Cluster_5231,1
Cluster_5232,2
Cluster_5233,3
Cluster_5234,4
Cluster_5235,2
Cluster_5236,1
Cluster_5237,2
Cluster_5238,2
Cluster_5239,48
Cluster_524,164
Cluster_5240,1
Cluster_5241,2
Cluster_5242,9
Cluster_5243,1
Cluster_5244,2
Cluster_5245,1
Cluster_5246,1
Cluster_5247,1
Cluster_5248,1
Cluster_5249,1
Cluster_525,1530
Cluster_5250,1
Cluster_5251,2
Cluster_5252,1
Cluster_5253,1
Cluster_5254,1
Cluster_5255,1
Cluster_5256,2
Cluster_5257,1
Cluster_5258,1
Cluster_5259,2
Cluster_526,3
Cluster_5260,1
Cluster_5261,1
Cluster_5262,1
Cluster_5263,3
Cluster_5264,1
Cluster_5265,1
Cluster_5266,1
Cluster_5267,1
Cluster_5268,1
Cluster_5269,1
Cluster_527,5
Cluster_5270,1
Cluster_5271,2
Cluster_5272,1
Cluster_5273,3
Cluster_5274,1
Cluster_5275,3
Cluster_5276,1
Cluster_5277,2
Cluster_5278,2
Cluster_5279,3
Cluster_528,7
Cluster_5280,2
Cluster_5281,1
Cluster_5282,1
Cluster_5283,3
Cluster_5284,1
Cluster_5285,1
Cluster_5286,1
Cluster_5287,1
Cluster_5288,1
Cluster_5289,1
Cluster_529,155
Cluster_5290,1
Cluster_5291,2
Cluster_5292,1
Cluster_5293,1
Cluster_5294,1
Cluster_5295,4
Cluster_5296,1
Cluster_5297,1
Cluster_5298,4
Cluster_5299,2
Cluster_53,2
Cluster_530,1380
Cluster_5300,3
Cluster_5301,114
Cluster_5302,2
Cluster_5303,1
Cluster_5304,3
Cluster_5305,1
Cluster_5306,3
Cluster_5307,1
Cluster_5308,1
Cluster_5309,1
Cluster_531,30
Cluster_5310,1
Cluster_5311,3
Cluster_5312,2
Cluster_5313,1
Cluster_5314,2
Cluster_5315,3
Cluster_5316,1
Cluster_5317,1
Cluster_5318,1
Cluster_5319,1
Cluster_532,638
Cluster_5320,2
Cluster_5321,1
Cluster_5322,1
Cluster_5323,1
Cluster_5324,1
Cluster_5325,6
Cluster_5326,2
Cluster_5327,4
Cluster_5328,3
Cluster_5329,8
Cluster_533,2
Cluster_5330,1
Cluster_5331,1
Cluster_5332,3
Cluster_5333,1
Cluster_5334,1
Cluster_5335,1
Cluster_5336,1
Cluster_5337,2
Cluster_5338,2
Cluster_5339,1
Cluster_534,1006
Cluster_5340,2
Cluster_5341,1
Cluster_5342,2
Cluster_5343,1
Cluster_5344,2
Cluster_5345,1
Cluster_5346,2
Cluster_5347,2
Cluster_5348,1
Cluster_5349,3
Cluster_535,21
Cluster_5350,3
Cluster_5351,4
Cluster_5352,8
Cluster_5353,1
Cluster_5354,1
Cluster_5355,2
Cluster_5356,2
Cluster_5357,4
Cluster_5358,1
Cluster_5359,1
Cluster_536,3
Cluster_5360,1
Cluster_5361,2
Cluster_5362,1
Cluster_5363,7
Cluster_5364,1
Cluster_5365,1
Cluster_5366,1
Cluster_5367,1
Cluster_5368,1
Cluster_5369,3
Cluster_537,40
Cluster_5370,1
Cluster_5371,1
Cluster_5372,7
Cluster_5373,15
Cluster_5374,1
Cluster_5375,1
Cluster_5376,2
Cluster_5377,39
Cluster_5378,229
Cluster_5379,1
Cluster_538,2996
Cluster_5380,2
Cluster_5381,5
Cluster_5382,3
Cluster_5383,17
Cluster_5384,14
Cluster_5385,3
Cluster_5386,5
Cluster_5387,3
Cluster_5388,13
Cluster_5389,1
Cluster_539,182
Cluster_5390,128
Cluster_5391,1
Cluster_5392,2
Cluster_5393,1
Cluster_5394,2
Cluster_5395,2
Cluster_5396,1
Cluster_5397,4
Cluster_5398,1
Cluster_5399,1
Cluster_54,19
Cluster_540,418
Cluster_5400,4
Cluster_5401,2
Cluster_5402,1
Cluster_5403,1
Cluster_5404,3
Cluster_5405,1
Cluster_5406,3
Cluster_5407,2
Cluster_5408,1
Cluster_5409,2
Cluster_541,1135
Cluster_5410,2
Cluster_5411,2
Cluster_5412,1
Cluster_5413,1
Cluster_5414,1
Cluster_5415,1
Cluster_5416,2
Cluster_5417,1
Cluster_5418,1
Cluster_5419,1
Cluster_542,1189
Cluster_5420,1
Cluster_5421,2
Cluster_5422,1
Cluster_5423,2
Cluster_5424,2
Cluster_5425,2
Cluster_5426,2
Cluster_5427,1
Cluster_5428,1
Cluster_5429,1
Cluster_543,1708
Cluster_5430,1
Cluster_5431,1
Cluster_5432,1
Cluster_5433,3
Cluster_5434,5
Cluster_5435,1
Cluster_5436,3
Cluster_5437,2
Cluster_5438,4
Cluster_5439,2
Cluster_544,111
Cluster_5440,6
Cluster_5441,1
Cluster_5442,1
Cluster_5443,5
Cluster_5444,1
Cluster_5445,4
Cluster_5446,1
Cluster_5447,2
Cluster_5448,1
Cluster_5449,1
Cluster_545,1
Cluster_5450,3
Cluster_5451,1
Cluster_5452,1
Cluster_5453,1
Cluster_5454,2
Cluster_5455,3
Cluster_5456,2
Cluster_5457,3
Cluster_5458,2
Cluster_5459,4
Cluster_546,1
Cluster_5460,1
Cluster_5461,1
Cluster_5462,1
Cluster_5463,3
Cluster_5464,1
Cluster_5465,2
Cluster_5466,1
Cluster_5467,1
Cluster_5468,1
Cluster_5469,1
Cluster_547,1021
Cluster_5470,1
Cluster_5471,2
Cluster_5472,2
Cluster_5473,3
Cluster_5474,1
Cluster_5475,1
Cluster_5476,2
Cluster_5477,1
Cluster_5478,2
Cluster_5479,4
Cluster_548,7617
Cluster_5480,2
Cluster_5481,1
Cluster_5482,2
Cluster_5483,2
Cluster_5484,2
Cluster_5485,1
Cluster_5486,1
Cluster_5487,1
Cluster_5488,9
Cluster_5489,4
Cluster_549,1788
Cluster_5490,2
Cluster_5491,1
Cluster_5492,1
Cluster_5493,1
Cluster_5494,1
Cluster_5495,1
Cluster_5496,2
Cluster_5497,1
Cluster_5498,1
Cluster_5499,1
Cluster_55,60
Cluster_550,138
Cluster_5500,1
Cluster_5501,2
Cluster_5502,1
Cluster_5503,1
Cluster_5504,1
Cluster_5505,4
Cluster_5506,2
Cluster_5507,1
Cluster_5508,1
Cluster_5509,2
Cluster_551,1122
Cluster_5510,2
Cluster_5511,1
Cluster_5512,1
Cluster_5513,3
Cluster_5514,2
Cluster_5515,2
Cluster_5516,1
Cluster_5517,2
Cluster_5518,2
Cluster_5519,1
Cluster_552,36
Cluster_5520,4
Cluster_5521,1
Cluster_5522,1
Cluster_5523,1
Cluster_5524,2
Cluster_5525,1
Cluster_5526,3
Cluster_5527,1
Cluster_5528,1
Cluster_5529,1
Cluster_553,3968
Cluster_5530,2
Cluster_5531,1
Cluster_5532,2
Cluster_5533,1
Cluster_5534,1
Cluster_5535,1
Cluster_5536,1
Cluster_5537,1
Cluster_5538,10
Cluster_5539,15
Cluster_554,64
Cluster_5540,1
Cluster_5541,1
Cluster_5542,3
Cluster_5543,1
Cluster_5544,1
Cluster_5545,1
Cluster_5546,1
Cluster_5547,3
Cluster_5548,1
Cluster_5549,1
Cluster_555,69
Cluster_5550,1
Cluster_5551,2
Cluster_5552,1
Cluster_5553,2
Cluster_5554,60
Cluster_5555,2
Cluster_5556,1
Cluster_5557,9
Cluster_5558,1
Cluster_5559,1
Cluster_556,1
Cluster_5560,1
Cluster_5561,2
Cluster_5562,18
Cluster_5563,41
Cluster_5564,2
Cluster_5565,26
Cluster_5566,2
Cluster_5567,3
Cluster_5568,1
Cluster_5569,1
Cluster_557,15
Cluster_5570,1
Cluster_5571,1
Cluster_5572,1
Cluster_5573,4
Cluster_5574,10
Cluster_5575,2
Cluster_5576,2
Cluster_5577,6
Cluster_5578,32
Cluster_5579,18
Cluster_558,1
Cluster_5580,23
Cluster_5581,4
Cluster_5582,31
Cluster_5583,1
Cluster_5584,2
Cluster_5585,1
Cluster_5586,1
Cluster_5587,1
Cluster_5588,2
Cluster_5589,3
Cluster_559,131
Cluster_5590,1
Cluster_5591,1
Cluster_5592,197
Cluster_5593,8
Cluster_5594,3
Cluster_5595,1
Cluster_5596,1
Cluster_5597,2
Cluster_5598,1
Cluster_5599,2
Cluster_56,19
Cluster_560,399
Cluster_5600,1
Cluster_5601,4
Cluster_5602,1
Cluster_5603,86
Cluster_5604,4
Cluster_5605,1
Cluster_5606,2
Cluster_5607,1
Cluster_5608,1
Cluster_5609,8
Cluster_561,61
Cluster_5610,4
Cluster_5611,1
Cluster_5612,2
Cluster_5613,1
Cluster_5614,1
Cluster_5615,1
Cluster_5616,2
Cluster_5617,2
Cluster_5618,3
Cluster_5619,1
Cluster_562,7
Cluster_5620,1
Cluster_5621,1
Cluster_5622,1
Cluster_5623,1
Cluster_5624,1
Cluster_5625,3
Cluster_5626,5
Cluster_5627,1
Cluster_5628,1
Cluster_5629,2
Cluster_563,74
Cluster_5630,2
Cluster_5631,1
Cluster_5632,1
Cluster_5633,1
Cluster_5634,1
Cluster_5635,1
Cluster_5636,2
Cluster_5637,1
Cluster_5638,2
Cluster_5639,1
Cluster_564,1
Cluster_5640,1
Cluster_5641,1
Cluster_5642,1
Cluster_5643,1
Cluster_5644,1
Cluster_5645,1
Cluster_5646,1
Cluster_5647,1
Cluster_5648,3
Cluster_5649,1
Cluster_565,191
Cluster_5650,1
Cluster_5651,2
Cluster_5652,1
Cluster_5653,1
Cluster_5654,1
Cluster_5655,1
Cluster_5656,2
Cluster_5657,1
Cluster_5658,1
Cluster_5659,1
Cluster_566,989
Cluster_5660,6
Cluster_5661,1
Cluster_5662,2
Cluster_5663,2
Cluster_5664,1
Cluster_5665,1
Cluster_5666,1
Cluster_5667,1
Cluster_5668,1
Cluster_5669,1
Cluster_567,38
Cluster_5670,1
Cluster_5671,1
Cluster_5672,1
Cluster_5673,1
Cluster_5674,1
Cluster_5675,1
Cluster_5676,1
Cluster_5677,1
Cluster_5678,1
Cluster_5679,1
Cluster_568,21
Cluster_5680,1
Cluster_5681,1
Cluster_5682,1
Cluster_5683,1
Cluster_5684,1
Cluster_5685,1
Cluster_5686,1
Cluster_5687,1
Cluster_5688,1
Cluster_5689,1
Cluster_569,174
Cluster_5690,1
Cluster_5691,1
Cluster_5692,2
Cluster_5693,4
Cluster_5694,1
Cluster_5695,1
Cluster_5696,2
Cluster_5697,1
Cluster_5698,3
Cluster_5699,1
Cluster_57,1
Cluster_570,3
Cluster_5700,2
Cluster_5701,1
Cluster_5702,1
Cluster_5703,1
Cluster_5704,1
Cluster_5705,1
Cluster_5706,1
Cluster_5707,1
Cluster_5708,1
Cluster_5709,1
Cluster_571,1
Cluster_5710,1
Cluster_5711,2
Cluster_5712,2
Cluster_5713,1
Cluster_5714,1
Cluster_5715,2
Cluster_5716,3
Cluster_5717,2
Cluster_5718,1
Cluster_5719,1
Cluster_572,42
Cluster_5720,2
Cluster_5721,2
Cluster_5722,2
Cluster_5723,1
Cluster_5724,1
Cluster_5725,2
Cluster_5726,1
Cluster_5727,1
Cluster_5728,1
Cluster_5729,1
Cluster_573,4
Cluster_5730,2
Cluster_5731,2
Cluster_5732,3
Cluster_5733,1
Cluster_5734,2
Cluster_5735,2
Cluster_5736,2
Cluster_5737,1
Cluster_5738,2
Cluster_5739,2
Cluster_574,2
Cluster_5740,10
Cluster_5741,1
Cluster_5742,13
Cluster_5743,6
Cluster_5744,2
Cluster_5745,9
Cluster_5746,2
Cluster_5747,1
Cluster_5748,1
Cluster_5749,27
Cluster_575,143
Cluster_5750,2
Cluster_5751,1
Cluster_5752,1
Cluster_5753,1
Cluster_5754,1
Cluster_5755,1
Cluster_5756,2
Cluster_5757,3
Cluster_5758,1
Cluster_5759,2
Cluster_576,2
Cluster_5760,1
Cluster_5761,2
Cluster_5762,2
Cluster_5763,1
Cluster_5764,1
Cluster_5765,1
Cluster_5766,1
Cluster_5767,1
Cluster_5768,1
Cluster_5769,1
Cluster_577,57
Cluster_5770,2
Cluster_5771,1
Cluster_5772,1
Cluster_5773,15
Cluster_5774,1
Cluster_5775,2
Cluster_5776,2
Cluster_5777,1
Cluster_5778,1
Cluster_5779,5
Cluster_578,1
Cluster_5780,1
Cluster_5781,1
Cluster_5782,2
Cluster_5783,1
Cluster_5784,1
Cluster_579,2
Cluster_58,1100
Cluster_580,1
Cluster_581,1
Cluster_582,14
Cluster_583,7
Cluster_584,12
Cluster_585,520
Cluster_586,128
Cluster_587,11
Cluster_588,7
Cluster_589,58
Cluster_59,126
Cluster_590,474
Cluster_591,60
Cluster_592,1
Cluster_593,2
Cluster_594,2
Cluster_595,3
Cluster_596,9
Cluster_597,32
Cluster_598,5
Cluster_599,1
Cluster_6,75
Cluster_60,114
Cluster_600,2
Cluster_601,1
Cluster_602,166
Cluster_603,17
Cluster_604,30
Cluster_605,3
Cluster_606,39
Cluster_607,1
Cluster_608,1
Cluster_609,2
Cluster_61,513
Cluster_610,2
Cluster_611,1
Cluster_612,42
Cluster_613,105
Cluster_614,87
Cluster_615,1
Cluster_616,1
Cluster_617,2
Cluster_618,41
Cluster_619,12
Cluster_62,593
Cluster_620,12
Cluster_621,1
Cluster_622,1
Cluster_623,1
Cluster_624,1
Cluster_625,1
Cluster_626,1
Cluster_627,1
Cluster_628,248
Cluster_629,492
Cluster_63,171
Cluster_630,30
Cluster_631,1
Cluster_632,879
Cluster_633,12
Cluster_634,2
Cluster_635,1
Cluster_636,2
Cluster_637,2
Cluster_638,1
Cluster_639,25
Cluster_64,1
Cluster_640,23
Cluster_641,82
Cluster_642,1
Cluster_643,1
Cluster_644,366
Cluster_645,1
Cluster_646,5
Cluster_647,5
Cluster_648,23
Cluster_649,3
Cluster_65,1
Cluster_650,2
Cluster_651,1
Cluster_652,1
Cluster_653,10
Cluster_654,7
Cluster_655,2
Cluster_656,1
Cluster_657,1
Cluster_658,2
Cluster_659,5
Cluster_66,2
Cluster_660,2
Cluster_661,14
Cluster_662,3
Cluster_663,1
Cluster_664,4
Cluster_665,1
Cluster_666,312
Cluster_667,298
Cluster_668,1208
Cluster_669,533
Cluster_67,412
Cluster_670,60
Cluster_671,1
Cluster_672,267
Cluster_673,12
Cluster_674,414
Cluster_675,156
Cluster_676,52
Cluster_677,8
Cluster_678,2
Cluster_679,193
Cluster_68,995
Cluster_680,3
Cluster_681,5
Cluster_682,12
Cluster_683,15
Cluster_684,29
Cluster_685,2
Cluster_686,1
Cluster_687,1
Cluster_688,1
Cluster_689,52
Cluster_69,30
Cluster_690,27
Cluster_691,52
Cluster_692,659
Cluster_693,66
Cluster_694,40
Cluster_695,43
Cluster_696,6
Cluster_697,2
Cluster_698,4
Cluster_699,1
Cluster_7,7
Cluster_70,2
Cluster_700,24
Cluster_701,3
Cluster_702,3
Cluster_703,1
Cluster_704,1
Cluster_705,1
Cluster_706,645
Cluster_707,29
Cluster_708,2
Cluster_709,405
Cluster_71,8
Cluster_710,3
Cluster_711,604
Cluster_712,2
Cluster_713,1
Cluster_714,9
Cluster_715,379
Cluster_716,20
Cluster_717,1
Cluster_718,1
Cluster_719,64
Cluster_72,3
Cluster_720,23
Cluster_721,2
Cluster_722,2
Cluster_723,4
Cluster_724,1
Cluster_725,1
Cluster_726,1
Cluster_727,8
Cluster_728,8
Cluster_729,2
Cluster_73,134
Cluster_730,7
Cluster_731,3
Cluster_732,8
Cluster_733,97
Cluster_734,25
Cluster_735,3
Cluster_736,2
Cluster_737,3
Cluster_738,2
Cluster_739,2
Cluster_74,1
Cluster_740,4
Cluster_741,41
Cluster_742,1
Cluster_743,4
Cluster_744,3
Cluster_745,1
Cluster_746,981
Cluster_747,6
Cluster_748,6
Cluster_749,9
Cluster_75,3
Cluster_750,4
Cluster_751,1
Cluster_752,5
Cluster_753,7
Cluster_754,1
Cluster_755,14
Cluster_756,11
Cluster_757,8
Cluster_758,1
Cluster_759,1
Cluster_76,1
Cluster_760,1
Cluster_761,5
Cluster_762,1
Cluster_763,2
Cluster_764,1
Cluster_765,7
Cluster_766,3
Cluster_767,4
Cluster_768,2
Cluster_769,1
Cluster_77,5
Cluster_770,1
Cluster_771,2
Cluster_772,3
Cluster_773,3
Cluster_774,7
Cluster_775,3
Cluster_776,47
Cluster_777,5
Cluster_778,7
Cluster_779,88
Cluster_78,1
Cluster_780,1
Cluster_781,12
Cluster_782,1
Cluster_783,1
Cluster_784,9
Cluster_785,3
Cluster_786,1
Cluster_787,68
Cluster_788,32
Cluster_789,25
Cluster_79,7
Cluster_790,2
Cluster_791,2
Cluster_792,4
Cluster_793,1
Cluster_794,8
Cluster_795,5
Cluster_796,1
Cluster_797,52
Cluster_798,10
Cluster_799,1
Cluster_8,2
Cluster_80,106
Cluster_800,2
Cluster_801,8
Cluster_802,5
Cluster_803,2
Cluster_804,1
Cluster_805,6
Cluster_806,1
Cluster_807,1
Cluster_808,2
Cluster_809,54
Cluster_81,111
Cluster_810,6
Cluster_811,4
Cluster_812,1
Cluster_813,1
Cluster_814,1
Cluster_815,1
Cluster_816,1
Cluster_817,1
Cluster_818,2
Cluster_819,2
Cluster_82,155
Cluster_820,3
Cluster_821,1
Cluster_822,3
Cluster_823,102
Cluster_824,1
Cluster_825,1
Cluster_826,1
Cluster_827,1
Cluster_828,2
Cluster_829,8
Cluster_83,2
Cluster_830,1
Cluster_831,2
Cluster_832,2
Cluster_833,3
Cluster_834,1
Cluster_835,3
Cluster_836,1
Cluster_837,1
Cluster_838,1
Cluster_839,1
Cluster_84,2
Cluster_840,1
Cluster_841,2
Cluster_842,1
Cluster_843,9
Cluster_844,40
Cluster_845,2
Cluster_846,1
Cluster_847,6
Cluster_848,1
Cluster_849,3
Cluster_85,2399
Cluster_850,1
Cluster_851,8
Cluster_852,595
Cluster_853,1046
Cluster_854,1
Cluster_855,11
Cluster_856,88
Cluster_857,5
Cluster_858,4
Cluster_859,10
Cluster_86,58
Cluster_860,356
Cluster_861,4
Cluster_862,1
Cluster_863,1
Cluster_864,14
Cluster_865,20
Cluster_866,6
Cluster_867,5
Cluster_868,68
Cluster_869,5
Cluster_87,13
Cluster_870,5
Cluster_871,6
Cluster_872,1
Cluster_873,3
Cluster_874,1
Cluster_875,1
Cluster_876,5
Cluster_877,2
Cluster_878,9
Cluster_879,2
Cluster_88,18
Cluster_880,1
Cluster_881,6
Cluster_882,4
Cluster_883,2
Cluster_884,1
Cluster_885,3
Cluster_886,5
Cluster_887,54
Cluster_888,3
Cluster_889,23
Cluster_89,78
Cluster_890,4
Cluster_891,15
Cluster_892,10
Cluster_893,4
Cluster_894,3
Cluster_895,2
Cluster_896,6
Cluster_897,1
Cluster_898,7
Cluster_899,9
Cluster_9,1
Cluster_90,80
Cluster_900,2
Cluster_901,11
Cluster_902,3
Cluster_903,9
Cluster_904,1
Cluster_905,1
Cluster_906,2
Cluster_907,15
Cluster_908,3
Cluster_909,2
Cluster_91,64
Cluster_910,1
Cluster_911,217
Cluster_912,4
Cluster_913,2
Cluster_914,12
Cluster_915,6
Cluster_916,2
Cluster_917,2
Cluster_918,1
Cluster_919,1
Cluster_92,62
Cluster_920,1
Cluster_921,3
Cluster_922,1
Cluster_923,1
Cluster_924,2
Cluster_925,1
Cluster_926,3
Cluster_927,1
Cluster_928,2
Cluster_929,67
Cluster_93,1
Cluster_930,1
Cluster_931,1
Cluster_932,4
Cluster_933,2
Cluster_934,10
Cluster_935,5
Cluster_936,6
Cluster_937,1
Cluster_938,1
Cluster_939,1
Cluster_94,33
Cluster_940,1
Cluster_941,1
Cluster_942,1
Cluster_943,1
Cluster_944,12
Cluster_945,45
Cluster_946,9
Cluster_947,185
Cluster_948,3
Cluster_949,35
Cluster_95,1
Cluster_950,1
Cluster_951,1
Cluster_952,332
Cluster_953,3
Cluster_954,156
Cluster_955,3
Cluster_956,4
Cluster_957,3
Cluster_958,2
Cluster_959,2
Cluster_96,442
Cluster_960,1
Cluster_961,1
Cluster_962,1
Cluster_963,24
Cluster_964,3
Cluster_965,1
Cluster_966,6
Cluster_967,3
Cluster_968,6
Cluster_969,2
Cluster_97,1
Cluster_970,1
Cluster_971,2
Cluster_972,57
Cluster_973,1
Cluster_974,2
Cluster_975,6
Cluster_976,20
Cluster_977,8
Cluster_978,23
Cluster_979,33
Cluster_98,1
Cluster_980,3
Cluster_981,1
Cluster_982,1
Cluster_983,2
Cluster_984,2
Cluster_985,1
Cluster_986,1
Cluster_987,2
Cluster_988,1
Cluster_989,1
Cluster_99,28
Cluster_990,3
Cluster_991,1
Cluster_992,11
Cluster_993,4
Cluster_994,1
Cluster_995,4
Cluster_996,1
Cluster_997,23
Cluster_998,1
Cluster_999,2
