sid,mapping_rate,internal/external,location,catalog
sample_10356,0.9296252973036172,internal,non-Chinese sample,UHGG
sample_10257,0.8739053192230076,internal,non-Chinese sample,UHGG
sample_2047,0.9375601132402073,internal,non-Chinese sample,UHGG
sample_4245,0.8646088623699792,internal,non-Chinese sample,UHGG
sample_4078,0.8996368724031729,internal,non-Chinese sample,UHGG
sample_1532,0.9469913521265421,internal,non-Chinese sample,UHGG
sample_613,0.8940293310503451,internal,non-Chinese sample,UHGG
sample_6999,0.9312295652940467,internal,non-Chinese sample,UHGG
sample_6888,0.9256241949476525,internal,non-Chinese sample,UHGG
sample_635,0.8719873759102377,internal,non-Chinese sample,UHGG
sample_10426,0.8554758455082715,internal,non-Chinese sample,UHGG
sample_10342,0.9034287595796512,internal,non-Chinese sample,UHGG
sample_6660,0.8814604376570714,internal,non-Chinese sample,UHGG
sample_529,0.9198104998448013,internal,non-Chinese sample,UHGG
sample_1484,0.8938345446275093,internal,non-Chinese sample,UHGG
sample_3401,0.8714651953329732,internal,non-Chinese sample,UHGG
sample_4464,0.9260874788879483,internal,non-Chinese sample,UHGG
sample_1806,0.8664425637998517,internal,non-Chinese sample,UHGG
sample_6992,0.8783488561903547,internal,non-Chinese sample,UHGG
sample_4675,0.9296988071354706,internal,non-Chinese sample,UHGG
sample_729,0.9000402086327612,internal,non-Chinese sample,UHGG
sample_4095,0.8784910640660205,internal,non-Chinese sample,UHGG
sample_6201,0.9411288446939626,internal,non-Chinese sample,UHGG
sample_694,0.9200883988559876,internal,non-Chinese sample,UHGG
sample_2842,0.9115010725765764,internal,non-Chinese sample,UHGG
sample_4086,0.8737618589663888,internal,non-Chinese sample,UHGG
sample_3738,0.8971438678400591,internal,non-Chinese sample,UHGG
sample_2838,0.9287425467402817,internal,non-Chinese sample,UHGG
sample_10636,0.9260294681429635,internal,non-Chinese sample,UHGG
sample_962,0.9072724730131065,internal,non-Chinese sample,UHGG
sample_7150,0.9048291882010355,internal,non-Chinese sample,UHGG
sample_10547,0.8833466387697229,internal,non-Chinese sample,UHGG
sample_10296,0.9249331104529168,internal,non-Chinese sample,UHGG
sample_10568,0.8897529370851703,internal,non-Chinese sample,UHGG
sample_2450,0.9074469165424257,internal,non-Chinese sample,UHGG
sample_10497,0.8935424975208176,internal,non-Chinese sample,UHGG
sample_3274,0.8957649845925781,internal,non-Chinese sample,UHGG
sample_2445,0.8993956611592212,internal,non-Chinese sample,UHGG
sample_10468,0.852743947367989,internal,non-Chinese sample,UHGG
sample_3686,0.8981763931699267,internal,non-Chinese sample,UHGG
sample_6774,0.8727160717952355,internal,non-Chinese sample,UHGG
sample_10607,0.9271384380310759,internal,non-Chinese sample,UHGG
sample_2827,0.8694085423079547,internal,non-Chinese sample,UHGG
sample_2427,0.8877979636043415,internal,non-Chinese sample,UHGG
sample_10541,0.9211620723918776,internal,non-Chinese sample,UHGG
sample_4214,0.8934688699101581,internal,non-Chinese sample,UHGG
sample_4669,0.9111679947654872,internal,non-Chinese sample,UHGG
sample_10210,0.8712268353937092,internal,non-Chinese sample,UHGG
sample_10627,0.9276568230011017,internal,non-Chinese sample,UHGG
sample_10344,0.8668326137959946,internal,non-Chinese sample,UHGG
sample_951,0.9385727110878458,internal,non-Chinese sample,UHGG
sample_5523,0.9362769872936558,internal,non-Chinese sample,UHGG
sample_6663,0.9253581617347785,internal,non-Chinese sample,UHGG
sample_4657,0.5729541472382065,internal,non-Chinese sample,UHGG
sample_4919,0.8555292095972729,internal,non-Chinese sample,UHGG
sample_10449,0.9401653746434776,internal,non-Chinese sample,UHGG
sample_10171,0.8813451448403843,internal,non-Chinese sample,UHGG
sample_2062,0.9278163236558773,internal,non-Chinese sample,UHGG
sample_6664,0.9286890474485107,internal,non-Chinese sample,UHGG
sample_10415,0.9330963515224313,internal,non-Chinese sample,UHGG
sample_14,0.4244252423766071,internal,non-Chinese sample,UHGG
sample_4476,0.8795566721442608,internal,non-Chinese sample,UHGG
sample_695,0.8553536234555409,internal,non-Chinese sample,UHGG
sample_10,0.9059838209044638,internal,non-Chinese sample,UHGG
sample_6934,0.8893771301512563,internal,non-Chinese sample,UHGG
sample_4477,0.9408521369394753,internal,non-Chinese sample,UHGG
sample_1683,0.8884540367988767,internal,non-Chinese sample,UHGG
sample_5137,0.8755118946811852,internal,non-Chinese sample,UHGG
sample_10462,0.9371906033929842,internal,non-Chinese sample,UHGG
sample_5935,0.9298137020491539,internal,non-Chinese sample,UHGG
sample_3845,0.8648440219187209,internal,non-Chinese sample,UHGG
sample_3081,0.8669279395864277,internal,non-Chinese sample,UHGG
sample_10275,0.9133316880624291,internal,non-Chinese sample,UHGG
sample_2409,0.9011738173597431,internal,non-Chinese sample,UHGG
sample_10533,0.9330371504031992,internal,non-Chinese sample,UHGG
sample_6658,0.8227311277569502,internal,non-Chinese sample,UHGG
sample_3668,0.8834575915966721,internal,non-Chinese sample,UHGG
sample_1447,0.9184619386867485,internal,non-Chinese sample,UHGG
sample_870,0.9175883496637925,internal,non-Chinese sample,UHGG
sample_80,0.9360648747081857,internal,non-Chinese sample,UHGG
sample_4250,0.9375598034555216,internal,non-Chinese sample,UHGG
sample_2437,0.9163682080162568,internal,non-Chinese sample,UHGG
sample_10269,0.9391883974642281,internal,non-Chinese sample,UHGG
sample_10274,0.8633422481909813,internal,non-Chinese sample,UHGG
sample_523,0.9401964972234088,internal,non-Chinese sample,UHGG
sample_84,0.8854250896846532,internal,non-Chinese sample,UHGG
sample_10634,0.9086668057592915,internal,non-Chinese sample,UHGG
sample_2989,0.9250466600533953,internal,non-Chinese sample,UHGG
sample_1732,0.9315796054082879,internal,non-Chinese sample,UHGG
sample_5651,0.8745671825899289,internal,non-Chinese sample,UHGG
sample_1570,0.8704589994105362,internal,non-Chinese sample,UHGG
sample_1319,0.9168807193756725,internal,non-Chinese sample,Ours
sample_10280,0.9388778637730889,internal,non-Chinese sample,Ours
sample_4468,0.9293431342740159,internal,non-Chinese sample,Ours
sample_2446,0.9385631491822191,internal,non-Chinese sample,Ours
sample_1028,0.9111438018430603,internal,non-Chinese sample,Ours
sample_10150,0.9599931572848786,internal,non-Chinese sample,Ours
sample_4271,0.9290940588287565,internal,non-Chinese sample,Ours
sample_4252,0.9079007993922237,internal,non-Chinese sample,Ours
sample_1562,0.8831918458066694,internal,non-Chinese sample,Ours
sample_10356,0.9669090513973527,internal,non-Chinese sample,Ours
sample_10257,0.9436508410976433,internal,non-Chinese sample,Ours
sample_2047,0.9123200741701839,internal,non-Chinese sample,Ours
sample_4245,0.8696284852577022,internal,non-Chinese sample,Ours
sample_4078,0.9618324659021324,internal,non-Chinese sample,Ours
sample_1532,0.8678717652146648,internal,non-Chinese sample,Ours
sample_613,0.8840890565360767,internal,non-Chinese sample,Ours
sample_6999,0.9325984920542442,internal,non-Chinese sample,Ours
sample_6888,0.8719288334956982,internal,non-Chinese sample,Ours
sample_635,0.9484103377594462,internal,non-Chinese sample,Ours
sample_10426,0.9708108340351852,internal,non-Chinese sample,Ours
sample_10342,0.9605880290487767,internal,non-Chinese sample,Ours
sample_6660,0.9435795468330098,internal,non-Chinese sample,Ours
sample_529,0.9338028057974268,internal,non-Chinese sample,Ours
sample_1484,0.8569491300600235,internal,non-Chinese sample,Ours
sample_3401,0.8989231269995668,internal,non-Chinese sample,Ours
sample_4464,0.8326645151047732,internal,non-Chinese sample,Ours
sample_1806,0.9463839399823523,internal,non-Chinese sample,Ours
sample_6992,0.8993561157683637,internal,non-Chinese sample,Ours
sample_4675,0.7619673219798073,internal,non-Chinese sample,Ours
sample_729,0.8741552426647149,internal,non-Chinese sample,Ours
sample_4095,0.9362811764209408,internal,non-Chinese sample,Ours
sample_6201,0.9549255004081825,internal,non-Chinese sample,Ours
sample_694,0.9553144724826487,internal,non-Chinese sample,Ours
sample_2842,0.8521504511264444,internal,non-Chinese sample,Ours
sample_4086,0.9190079152931182,internal,non-Chinese sample,Ours
sample_3738,0.8844841438495166,internal,non-Chinese sample,Ours
sample_2838,0.9338412752219217,internal,non-Chinese sample,Ours
sample_10636,0.9959615598796583,internal,non-Chinese sample,Ours
sample_962,0.8812953753257725,internal,non-Chinese sample,Ours
sample_7150,0.8892260417913557,internal,non-Chinese sample,Ours
sample_10547,0.9725504473156479,internal,non-Chinese sample,Ours
sample_10296,0.9409911522079714,internal,non-Chinese sample,Ours
sample_10568,0.9712576615041371,internal,non-Chinese sample,Ours
sample_2450,0.8462526573994593,internal,non-Chinese sample,Ours
sample_10497,0.9709626208958855,internal,non-Chinese sample,Ours
sample_3274,0.8675944050878218,internal,non-Chinese sample,Ours
sample_2445,0.9292445526102301,internal,non-Chinese sample,Ours
sample_10468,0.9168831627574685,internal,non-Chinese sample,Ours
sample_3686,0.8894578419291398,internal,non-Chinese sample,Ours
sample_6774,0.8795150074858786,internal,non-Chinese sample,Ours
sample_10607,0.9952688775810259,internal,non-Chinese sample,Ours
sample_2827,0.8559289061058203,internal,non-Chinese sample,Ours
sample_2427,0.8946826405528745,internal,non-Chinese sample,Ours
sample_10541,0.960816520078398,internal,non-Chinese sample,Ours
sample_4214,0.9089926249051256,internal,non-Chinese sample,Ours
sample_4669,0.9465518695669431,internal,non-Chinese sample,Ours
sample_10210,0.9571056338940341,internal,non-Chinese sample,Ours
sample_10627,0.995570274007971,internal,non-Chinese sample,Ours
sample_10344,0.9705491512523486,internal,non-Chinese sample,Ours
sample_951,0.8934576076580445,internal,non-Chinese sample,Ours
sample_5523,0.8807156540471617,internal,non-Chinese sample,Ours
sample_6663,0.9448648688086826,internal,non-Chinese sample,Ours
sample_4657,0.9419881379678307,internal,non-Chinese sample,Ours
sample_4919,0.8599136006783984,internal,non-Chinese sample,Ours
sample_10449,0.9655297408072615,internal,non-Chinese sample,Ours
sample_10171,0.961420064899156,internal,non-Chinese sample,Ours
sample_2062,0.9067710122299805,internal,non-Chinese sample,Ours
sample_6664,0.9474991942695749,internal,non-Chinese sample,Ours
sample_10415,0.9378979294468099,internal,non-Chinese sample,Ours
sample_14,0.9395037014303304,internal,non-Chinese sample,Ours
sample_4476,0.9110417072782877,internal,non-Chinese sample,Ours
sample_695,0.9327652043668746,internal,non-Chinese sample,Ours
sample_10,0.41742806360000984,internal,non-Chinese sample,Ours
sample_6934,0.8955990754056331,internal,non-Chinese sample,Ours
sample_4477,0.9370919609394566,internal,non-Chinese sample,Ours
sample_1683,0.9461227693996169,internal,non-Chinese sample,Ours
sample_5137,0.9292067799117794,internal,non-Chinese sample,Ours
sample_10462,0.9226259655959049,internal,non-Chinese sample,Ours
sample_5935,0.9475175419508697,internal,non-Chinese sample,Ours
sample_3845,0.8784202937697079,internal,non-Chinese sample,Ours
sample_3081,0.9016132323246925,internal,non-Chinese sample,Ours
sample_10275,0.9667638325583646,internal,non-Chinese sample,Ours
sample_2409,0.9342764324426146,internal,non-Chinese sample,Ours
sample_10533,0.9740541461175645,internal,non-Chinese sample,Ours
sample_6658,0.8658227982435723,internal,non-Chinese sample,Ours
sample_3668,0.8940989644334395,internal,non-Chinese sample,Ours
sample_1447,0.8937382668967672,internal,non-Chinese sample,Ours
sample_870,0.9327690917058505,internal,non-Chinese sample,Ours
sample_80,0.8944364872674344,internal,non-Chinese sample,Ours
sample_4250,0.8460240636510871,internal,non-Chinese sample,Ours
sample_2437,0.9299059204743824,internal,non-Chinese sample,Ours
sample_10269,0.9657374141421078,internal,non-Chinese sample,Ours
sample_10274,0.9144263625698699,internal,non-Chinese sample,Ours
sample_523,0.9423845483125376,internal,non-Chinese sample,Ours
sample_84,0.9032081584917374,internal,non-Chinese sample,Ours
sample_10634,0.994190304235851,internal,non-Chinese sample,Ours
sample_2989,0.8726454647496192,internal,non-Chinese sample,Ours
sample_1732,0.9367808824729053,internal,non-Chinese sample,Ours
sample_5651,0.9427962354657781,internal,non-Chinese sample,Ours
sample_1570,0.8843511549079378,internal,non-Chinese sample,Ours
sample_2553,0.9383719308553465,internal,Chinese sample,Ours
sample_4795,0.8927087361086098,internal,Chinese sample,Ours
sample_4837,0.8965237781817768,internal,Chinese sample,Ours
sample_3997,0.9235675763304181,internal,Chinese sample,Ours
sample_4146,0.9231978840611579,internal,Chinese sample,Ours
sample_1610,0.9180990383105105,internal,Chinese sample,Ours
sample_4788,0.9301527340820647,internal,Chinese sample,Ours
sample_3188,0.9335980280451426,internal,Chinese sample,Ours
sample_4122,0.9080188130981062,internal,Chinese sample,Ours
sample_900,0.9394514864634066,internal,Chinese sample,Ours
sample_4802,0.9130284415255873,internal,Chinese sample,Ours
sample_4830,0.7710370163477719,internal,Chinese sample,Ours
sample_2762,0.9396888521387288,internal,Chinese sample,Ours
sample_3988,0.8641077116828084,internal,Chinese sample,Ours
sample_1411,0.8776639807318,internal,Chinese sample,Ours
sample_6693,0.9074237434218528,internal,Chinese sample,Ours
sample_2647,0.9250789765124786,internal,Chinese sample,Ours
sample_4793,0.9301080983940012,internal,Chinese sample,Ours
sample_3993,0.9258824855367417,internal,Chinese sample,Ours
sample_6778,0.9178080554345505,internal,Chinese sample,Ours
sample_2638,0.9400206942922364,internal,Chinese sample,Ours
sample_5972,0.8457861255239965,internal,Chinese sample,Ours
sample_327,0.9252427559969362,internal,Chinese sample,Ours
sample_5153,0.9493590898872186,internal,Chinese sample,Ours
sample_6224,0.957980575445791,internal,Chinese sample,Ours
sample_3568,0.9242918680924889,internal,Chinese sample,Ours
sample_1387,0.9531069257292191,internal,Chinese sample,Ours
sample_3622,0.9203472780821684,internal,Chinese sample,Ours
sample_912,0.8916924875383373,internal,Chinese sample,Ours
sample_2703,0.9540534655543221,internal,Chinese sample,Ours
sample_2588,0.9253114381097224,internal,Chinese sample,Ours
sample_1957,0.9364240797371126,internal,Chinese sample,Ours
sample_3614,0.8915571248444165,internal,Chinese sample,Ours
sample_2793,0.9397237069447512,internal,Chinese sample,Ours
sample_3239,0.932201227230785,internal,Chinese sample,Ours
sample_2611,0.909164986949665,internal,Chinese sample,Ours
sample_3243,0.9218917893205307,internal,Chinese sample,Ours
sample_2689,0.9244230385353694,internal,Chinese sample,Ours
sample_3981,0.9223296759789178,internal,Chinese sample,Ours
sample_7131,0.9183241077871619,internal,Chinese sample,Ours
sample_4005,0.9252231647040241,internal,Chinese sample,Ours
sample_3980,0.9252607987679917,internal,Chinese sample,Ours
sample_4744,0.9258389653619719,internal,Chinese sample,Ours
sample_2721,0.8628070103061252,internal,Chinese sample,Ours
sample_315,0.937276233294605,internal,Chinese sample,Ours
sample_4742,0.8965003517200636,internal,Chinese sample,Ours
sample_3202,0.9375840758679843,internal,Chinese sample,Ours
sample_923,0.9243947862155895,internal,Chinese sample,Ours
sample_557,0.928708836372821,internal,Chinese sample,Ours
sample_2783,0.9230823110689492,internal,Chinese sample,Ours
sample_3631,0.934746066589667,internal,Chinese sample,Ours
sample_2606,0.9396167523145763,internal,Chinese sample,Ours
sample_3191,0.9371522533060611,internal,Chinese sample,Ours
sample_1605,0.9116441687823111,internal,Chinese sample,Ours
sample_2589,0.9575367401879413,internal,Chinese sample,Ours
sample_3335,0.9104466818748792,internal,Chinese sample,Ours
sample_4796,0.7853189606155065,internal,Chinese sample,Ours
sample_5968,0.9298522049421651,internal,Chinese sample,Ours
sample_1392,0.921351355779134,internal,Chinese sample,Ours
sample_907,0.9503053213203194,internal,Chinese sample,Ours
sample_5967,0.8798624800599945,internal,Chinese sample,Ours
sample_6233,0.9574893184062033,internal,Chinese sample,Ours
sample_4759,0.9404727285001339,internal,Chinese sample,Ours
sample_311,0.9511396077727057,internal,Chinese sample,Ours
sample_6681,0.9163617106770808,internal,Chinese sample,Ours
sample_4833,0.9438740216701821,internal,Chinese sample,Ours
sample_921,0.935258156138154,internal,Chinese sample,Ours
sample_901,0.8944246549451885,internal,Chinese sample,Ours
sample_303,0.9583356265934343,internal,Chinese sample,Ours
sample_2579,0.8135280728968519,internal,Chinese sample,Ours
sample_4791,0.9410588062710066,internal,Chinese sample,Ours
sample_929,0.8209129401880305,internal,Chinese sample,Ours
sample_2595,0.9544912913743309,internal,Chinese sample,Ours
sample_1409,0.8884179564523224,internal,Chinese sample,Ours
sample_1422,0.9109089106270267,internal,Chinese sample,Ours
sample_919,0.8989025203459328,internal,Chinese sample,Ours
sample_298,0.9312088961638211,internal,Chinese sample,Ours
sample_3632,0.9345392843899205,internal,Chinese sample,Ours
sample_2716,0.9369992003916007,internal,Chinese sample,Ours
sample_3144,0.9242778617336842,internal,Chinese sample,Ours
sample_296,0.9085588975120672,internal,Chinese sample,Ours
sample_4771,0.843989195338928,internal,Chinese sample,Ours
sample_5051,0.947484838817949,internal,Chinese sample,Ours
sample_2596,0.9491984173036218,internal,Chinese sample,Ours
sample_5635,0.9515504217491481,internal,Chinese sample,Ours
sample_1603,0.9100516405550191,internal,Chinese sample,Ours
sample_2674,0.9355173106281083,internal,Chinese sample,Ours
sample_3214,0.9179596578538903,internal,Chinese sample,Ours
sample_2727,0.9263778211933881,internal,Chinese sample,Ours
sample_3611,0.9460639031581343,internal,Chinese sample,Ours
sample_1402,0.9510687868141396,internal,Chinese sample,Ours
sample_2766,0.9347909121873135,internal,Chinese sample,Ours
sample_1955,0.9258022914642549,internal,Chinese sample,Ours
sample_1609,0.839835677483086,internal,Chinese sample,Ours
sample_5052,0.909635402525578,internal,Chinese sample,Ours
sample_4831,0.908536708209348,internal,Chinese sample,Ours
sample_2752,0.942075444899179,internal,Chinese sample,Ours
sample_329,0.9284085616616267,internal,Chinese sample,Ours
sample_4756,0.9275644635635989,internal,Chinese sample,Ours
sample_3160,0.9199815549376822,internal,Chinese sample,Ours
sample_2553,0.9191878914415574,internal,Chinese sample,UHGG
sample_4795,0.8586275144041601,internal,Chinese sample,UHGG
sample_4837,0.8347527989821498,internal,Chinese sample,UHGG
sample_3997,0.9231612902877219,internal,Chinese sample,UHGG
sample_4146,0.8710793666195493,internal,Chinese sample,UHGG
sample_1610,0.930841453889242,internal,Chinese sample,UHGG
sample_4788,0.9311153207130181,internal,Chinese sample,UHGG
sample_3188,0.9185890531198687,internal,Chinese sample,UHGG
sample_4122,0.9440754688073928,internal,Chinese sample,UHGG
sample_900,0.9233634734802686,internal,Chinese sample,UHGG
sample_4802,0.9031765808779144,internal,Chinese sample,UHGG
sample_4830,0.8981961109723128,internal,Chinese sample,UHGG
sample_2762,0.9424171909564605,internal,Chinese sample,UHGG
sample_3988,0.9052916124797799,internal,Chinese sample,UHGG
sample_1411,0.911030102713164,internal,Chinese sample,UHGG
sample_6693,0.9274746885917585,internal,Chinese sample,UHGG
sample_2647,0.9495615710579826,internal,Chinese sample,UHGG
sample_4793,0.9468108095571516,internal,Chinese sample,UHGG
sample_3993,0.9089244949975066,internal,Chinese sample,UHGG
sample_6778,0.9040555791851376,internal,Chinese sample,UHGG
sample_2638,0.9339606771732607,internal,Chinese sample,UHGG
sample_5972,0.9439066928096637,internal,Chinese sample,UHGG
sample_327,0.9148923879964094,internal,Chinese sample,UHGG
sample_5153,0.9162179739741362,internal,Chinese sample,UHGG
sample_6224,0.9286424169041511,internal,Chinese sample,UHGG
sample_3568,0.9197212919439931,internal,Chinese sample,UHGG
sample_1387,0.840461906504952,internal,Chinese sample,UHGG
sample_3622,0.8010379787224977,internal,Chinese sample,UHGG
sample_912,0.876508260948877,internal,Chinese sample,UHGG
sample_2703,0.8988096492283585,internal,Chinese sample,UHGG
sample_2588,0.9250418818113758,internal,Chinese sample,UHGG
sample_1957,0.9345625076022507,internal,Chinese sample,UHGG
sample_3614,0.933705967421471,internal,Chinese sample,UHGG
sample_2793,0.9329636127934279,internal,Chinese sample,UHGG
sample_3239,0.9330824843891609,internal,Chinese sample,UHGG
sample_2611,0.9460033642419233,internal,Chinese sample,UHGG
sample_3243,0.9167926821842696,internal,Chinese sample,UHGG
sample_2689,0.9211135396451111,internal,Chinese sample,UHGG
sample_3981,0.9179316280746004,internal,Chinese sample,UHGG
sample_7131,0.7811231257318114,internal,Chinese sample,UHGG
sample_4005,0.9143794706389469,internal,Chinese sample,UHGG
sample_3980,0.8744486787080102,internal,Chinese sample,UHGG
sample_4744,0.9453092704796057,internal,Chinese sample,UHGG
sample_2721,0.9441109716928449,internal,Chinese sample,UHGG
sample_315,0.8215665384129414,internal,Chinese sample,UHGG
sample_4742,0.9358840200829089,internal,Chinese sample,UHGG
sample_3202,0.9325510023234614,internal,Chinese sample,UHGG
sample_923,0.9068981519256569,internal,Chinese sample,UHGG
sample_557,0.9437911344527785,internal,Chinese sample,UHGG
sample_2783,0.8864620053307277,internal,Chinese sample,UHGG
sample_3631,0.8573524624902407,internal,Chinese sample,UHGG
sample_2606,0.9123582570481747,internal,Chinese sample,UHGG
sample_3191,0.9164486155201741,internal,Chinese sample,UHGG
sample_1605,0.9107944532310868,internal,Chinese sample,UHGG
sample_2589,0.9229113829874794,internal,Chinese sample,UHGG
sample_3335,0.9210499914434875,internal,Chinese sample,UHGG
sample_4796,0.9312157570607499,internal,Chinese sample,UHGG
sample_5968,0.9054956001406826,internal,Chinese sample,UHGG
sample_1392,0.9340324415335074,internal,Chinese sample,UHGG
sample_907,0.9177995678033255,internal,Chinese sample,UHGG
sample_5967,0.9396480492095551,internal,Chinese sample,UHGG
sample_6233,0.9241043030536542,internal,Chinese sample,UHGG
sample_4759,0.8872352019807312,internal,Chinese sample,UHGG
sample_311,0.9113118054797401,internal,Chinese sample,UHGG
sample_6681,0.9317162114234037,internal,Chinese sample,UHGG
sample_4833,0.7577126205310265,internal,Chinese sample,UHGG
sample_921,0.9312713013324028,internal,Chinese sample,UHGG
sample_901,0.9028058241254814,internal,Chinese sample,UHGG
sample_303,0.9200345983119612,internal,Chinese sample,UHGG
sample_2579,0.9274852124831935,internal,Chinese sample,UHGG
sample_4791,0.8748799638634775,internal,Chinese sample,UHGG
sample_929,0.8965451989590568,internal,Chinese sample,UHGG
sample_2595,0.9170245691231945,internal,Chinese sample,UHGG
sample_1409,0.8856939121291136,internal,Chinese sample,UHGG
sample_1422,0.9493232888068697,internal,Chinese sample,UHGG
sample_919,0.9100728398184998,internal,Chinese sample,UHGG
sample_298,0.9211156571333906,internal,Chinese sample,UHGG
sample_3632,0.9109771417647541,internal,Chinese sample,UHGG
sample_2716,0.931372995624586,internal,Chinese sample,UHGG
sample_3144,0.8880285708616797,internal,Chinese sample,UHGG
sample_296,0.9369101777993403,internal,Chinese sample,UHGG
sample_4771,0.9191249280026308,internal,Chinese sample,UHGG
sample_5051,0.9289082601833643,internal,Chinese sample,UHGG
sample_2596,0.903756749130926,internal,Chinese sample,UHGG
sample_5635,0.8371196554789747,internal,Chinese sample,UHGG
sample_1603,0.8932252398130341,internal,Chinese sample,UHGG
sample_2674,0.9332007337320983,internal,Chinese sample,UHGG
sample_3214,0.9226224960867011,internal,Chinese sample,UHGG
sample_2727,0.9339125494968605,internal,Chinese sample,UHGG
sample_3611,0.9163302748614995,internal,Chinese sample,UHGG
sample_1402,0.9126945241401486,internal,Chinese sample,UHGG
sample_2766,0.920301579712989,internal,Chinese sample,UHGG
sample_1955,0.9250785333877097,internal,Chinese sample,UHGG
sample_1609,0.919765194489517,internal,Chinese sample,UHGG
sample_5052,0.9429321199474071,internal,Chinese sample,UHGG
sample_4831,0.921331192303603,internal,Chinese sample,UHGG
sample_2752,0.9285238869942332,internal,Chinese sample,UHGG
sample_329,0.9182723465194964,internal,Chinese sample,UHGG
sample_4756,0.9317548918994621,internal,Chinese sample,UHGG
sample_3160,0.9261718174036628,internal,Chinese sample,UHGG
